,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,anime
19432,19434,Nanako AKIYAMA,Unknown,Female,Pink,6.443,18.006,Unknown,Unknown,Unknown,"Class Representatives, High School Students, Teenagers, Video Gamers",363.0,22,Unknown,https://www.anime-planet.com/characters/nanako-akiyama,And you thought there is never a girl online?
19498,19500,Himea SAITO,Unknown,Female,Multicolored,5.007,9.915,Unknown,Unknown,Unknown,"Hair Antenna, Magic Users, Vampires",482.0,48,Unknown,https://www.anime-planet.com/characters/himea-saito,A Dark Rabbit Has Seven Lives
19529,19531,Akari KIRISHIMA,Unknown,Female,Blonde,2.544,11.156,Unknown,Unknown,Unknown,"Exorcists, Hair Antenna, High School Students, Pigtails, Teenagers, Tsundere, Twins",946.0,41,"Twin sister of Kotone, Akari is the daughter of a Buddhist monk. Using her special powers, she attempts to keep peace with the spirit world. A polar opposite to her sister, she is a shy tsundere.",https://www.anime-planet.com/characters/akari-kirishima,Nyan Koi!
19544,19546,Mahiru KOIZUMI,Ultimate Photographer,Female,Red,4.961,5.997,Unknown,Unknown,Unknown,"Freckles, High School Students, Photographers",487.0,86,Unknown,https://www.anime-planet.com/characters/mahiru-koizumi,Danganronpa 3: The End of Hope's Peak Academy- Despair Arc
19583,19585,Effie,Elfleda MIRJASDOTTIR,Female,Pink,7.228,27.706,Unknown,Unknown,Unknown,"Maids, Horns",317.0,11,Unknown,https://www.anime-planet.com/characters/elfleda-mirjasdottir,Astarotte's Toy
19624,19626,Aya KOMICHI,Unknown,Female,Blue,5.12,31.644,Unknown,Unknown,Unknown,"High School Students, Pigtails, Rosy Cheeks, Teenagers, Tsundere",471.0,9,Unknown,https://www.anime-planet.com/characters/aya-komichi,Hello!! KINMOZA!
19631,19633,Alice CARROLL,Kouhai-chan,Female,Green,6.096,38.513,Blue,January 9,B,"Teenagers, Middle School Students",387.0,6,"Alice has a quiet, serious demeanor that can cause others to view her as aloof or detached and occasionally causes her to butt heads with the other young Undines. Although still in middle school, she possesses a rowing skill far beyond her age, and as such currently works for the Orange Planet Gondola Company.",https://www.anime-planet.com/characters/alice-carroll,Aria the Animation
19663,19665,Yoshiko TSUSHIMA,Yohane,Female,Blue,4.649,20.635,Unknown,Unknown,Unknown,"Teenagers, Idols, High School Students, Hair Buns, Chuunibyou",524.0,18,Unknown,https://www.anime-planet.com/characters/yoshiko-tsushima,3-pun de Wakaru! Kore made no Love Live! Sunshine!!
19691,19693,Perrine-H. CLOSTERMANN,Unknown,Female,Blonde,7.001,5.17,Unknown,Unknown,Unknown,"Glasses, Magic Users, Military, Ojou-sama, Teenagers, Wealthy",328.0,100,"Wealthy, arrogant Perrine is the most difficult Strike Witch to work with, frequently avoiding being a team player except when it comes to her crush, Mio . However, her feelings for the girl result in Perrine frequently becoming jealous and possessive, especially when Mio takes Yoshika under her wing.",https://www.anime-planet.com/characters/perrine-h-clostermann,Strike Witches
19699,19701,Mio SAKAMOTO,Unknown,Female,Black,4.461,17.616,Unknown,Unknown,Unknown,"Adults, Eye Patches, Magic Users, Military, Ponytail, Sword Fighters",548.0,22,Unknown,https://www.anime-planet.com/characters/mio-sakamoto,Brave Witches
19702,19704,Theris ALEXANDREIT,Unknown,Female,Blue,7.199,15.538,Unknown,Unknown,Unknown,"Braids, Circlets, Magic Users, Ponytail",319.0,27,Unknown,https://www.anime-planet.com/characters/theris-alexandreit,The Rising of the Shield Hero
19704,19706,Ayame REIKADOU,Unknown,Female,Blonde,6.472,5.314,Unknown,Unknown,Unknown,"Teenagers, Rosy Cheeks, High School Students, Hats, Hair Drills",361.0,98,Unknown,https://www.anime-planet.com/characters/ayame-reikadou,My Mental Choices are Completely Interfering with my School Romantic Comedy
19744,19746,Midori IMAI,Diesel-san,Female,Purple,7.215,68.637,Unknown,Unknown,Unknown,"Ponytail, Teenagers, University Students",318.0,2,Unknown,https://www.anime-planet.com/characters/midori-imai,Shirobako
19762,19764,Sana INUI,Unknown,Female,Red,6.337,12.707,Unknown,Unknown,Unknown,"Hair Antenna, Hair Ribbons, High School Students, Ponytail, Teenagers, Tsundere",370.0,35,Unknown,https://www.anime-planet.com/characters/sana-inui,Mashiroiro Symphony: The Color of Lovers
19810,19812,Konoha MURAMASA,Unknown,Female,Orange,6.065,6.189,Unknown,Unknown,Unknown,"Glasses, High School Students, Hair Antenna, Pigtails, Braids",390.0,83,Unknown,https://www.anime-planet.com/characters/konoha-muramasa,C³
19844,19846,Felicitá,"Bambina, Fel, Ma' Lady, Princess",Female,Pink,4.383,6.064,Unknown,Unknown,Unknown,"Dual Wielders, Gangsters, Gloves, Hair Ribbons, Knife Fighters, Pigtails, Superpowers, Teenagers",558.0,85,Unknown,https://www.anime-planet.com/characters/felicita,La Storia Della Arcana Famiglia
19904,19906,Mexiah FLAN,Unknown,Female,Pink,6.274,16.097,Unknown,Unknown,Unknown,"Bisexual, Flirts, Frequently-Naked, Martial Artists, Mecha Pilots, Mischievous, Perverted, Teachers, LGBT+",374.0,25,Unknown,https://www.anime-planet.com/characters/mexiah-furan,Tenchi Muyo! War on Geminar
19986,19988,Sherry,Unknown,Female,Black,5.693,58.067,Unknown,Unknown,Unknown,"Androids, Robots",419.0,3,Unknown,https://www.anime-planet.com/characters/sherry-plastic-memories,Plastic Memories
19997,19999,Lykos,Unknown,Female,Blue,7.292,37.549,Magenta,December 6,Unknown,"Dark-skinned, Hair Ribbons, Magic Users, Pigtails, Scars, Teenagers",314.0,7,Unknown,https://www.anime-planet.com/characters/lykos,Children of the Whales
20062,20064,Bridget EVANS,Unknown,Female,Blonde,5.605,11.656,Unknown,Unknown,Unknown,"Cosplayers, Foreigners, Rosy Cheeks",426.0,39,Unknown,https://www.anime-planet.com/characters/bridget-evans,Oreimo
20075,20077,Eleanor BIANCA,Unknown,Female,Multicolored,6.343,27.313,Purple,Unknown,Unknown,"Braids, Hair Antenna, Magic Users, Rapunzel Hair, Rosy Cheeks",370.0,12,Unknown,https://www.anime-planet.com/characters/eleanor-bianca,The Misfit of Demon King Academy
20123,20125,Aya ASAGIRI,Ayapi,Female,Black,6.683,10.682,Black,April 8,A,"Eye Bags, Magical Girl, Teenagers",347.0,44,Unknown,https://www.anime-planet.com/characters/aya-asagiri,Magical Girl Site
20125,20127,Mary HUGHES,Unknown,Female,Multicolored,6.216,2.081,Unknown,Unknown,Unknown,Magic Users,378.0,236,Unknown,https://www.anime-planet.com/characters/mary-hughes,Fairy Tail
20162,20164,Hanzou Yoshinari HATTORI,Unknown,Female,Grey,6.647,6.401,Unknown,Unknown,Unknown,"Glasses, Hats, Ninja",349.0,80,Unknown,https://www.anime-planet.com/characters/hanzou-yoshinari-hattori,Samurai After
20174,20176,Lynette BISHOP,Unknown,Female,Brown,5.158,20.191,Unknown,Unknown,Unknown,"Clumsy, Hair Antenna, Magic Users, Military, Ponytail, Teenagers",467.0,18,Unknown,https://www.anime-planet.com/characters/lynette-bishop,Strike Witches
20210,20212,Yoshika MIYAFUJI,Unknown,Female,Brown,4.221,10.58,Unknown,Unknown,Unknown,"Cooks, Magic Users, Military, Teenagers",582.0,44,Unknown,https://www.anime-planet.com/characters/yoshika-miyafuji,Brave Witches
20223,20225,Lizlet L. CHELSIE,Unknown,Female,Blonde,5.024,16.551,Unknown,Unknown,Unknown,"Youkai, Pigtails, Maids, Inanimate Objects, Waiters",480.0,24,Unknown,https://www.anime-planet.com/characters/lizlet-l-chelsie,Omamori Himari
20276,20278,Kasumi NOMURA,Unknown,Female,Blue,4.631,41.396,Unknown,Unknown,Unknown,"Glasses, Middle School Students, Teenagers, Androphobia",526.0,6,Unknown,https://www.anime-planet.com/characters/kasumi-nomura,Asobi Asobase
20292,20294,Haruka SAIGUSA,Unknown,Female,Magenta,4.349,21.101,Unknown,Unknown,Unknown,"Teenagers, Ponytail, Mischievous, High School Students",563.0,17,Unknown,https://www.anime-planet.com/characters/haruka-saigusa,Kaginado Season 2
20367,20369,Mandalay,Shino SOSAKI,Female,Red,4.963,20.619,Brown,May 1,A,"Adults, Face Markings, Gloves, Masked Heroes, Superpowers",487.0,18,Unknown,https://www.anime-planet.com/characters/mandalay,My Hero Academia 3
20405,20407,Delilah,Unknown,Female,Brown,6.417,15.894,Unknown,Unknown,Unknown,"Tails, Animal Ears, Circlets",365.0,26,Unknown,https://www.anime-planet.com/characters/delilah-gate-jietai-kare-no-chi-nite-kaku-tatakeri,GATE
20454,20456,Kyoko KURAHASHI,Unknown,Female,Brown,6.368,9.625,Unknown,Unknown,Unknown,"Onmyouji, Ponytail",368.0,50,Unknown,https://www.anime-planet.com/characters/kyoko-kurahashi,Tokyo Ravens
20467,20469,Sayaka KANAMORI,Kanemochi,Female,Black,4.849,41.818,Grey,October 9,Unknown,"Freckles, Glasses, High School Students, Teenagers",500.0,6,Unknown,https://www.anime-planet.com/characters/sayaka-kanamori,Keep Your Hands Off Eizouken!
20484,20486,Youko INOKUMA,Unknown,Female,Red,6.898,44.036,Unknown,Unknown,Unknown,"High School Students, Snaggleteeth, Teenagers",334.0,5,Unknown,https://www.anime-planet.com/characters/youko-inokuma,Hello!! KINMOZA!
20524,20526,Fuyumi IRISU,Unknown,Female,Black,4.543,4.645,Unknown,Unknown,Unknown,"Headbands, High School Students, Manipulative, Teenagers",537.0,112,Unknown,https://www.anime-planet.com/characters/fuyumi-irisu,Hyouka
20552,20554,Ibara NARUSE,Unknown,Female,Black,7.468,21.082,Unknown,Unknown,Unknown,"Genetically Engineered, Teenagers",303.0,17,Unknown,https://www.anime-planet.com/characters/ibara-naruse,Coppelion
20563,20565,Himawari FURUTANI,Unknown,Female,Blue,3.294,18.934,Unknown,Unknown,Unknown,"Tsundere, Teenagers, Student Council, Rosy Cheeks, Middle School Students, Headbands",740.0,20,Unknown,https://www.anime-planet.com/characters/himawari-furutani,Yuru Yuri
20564,20566,Ayumi TSUWABUKI,Unknown,Female,Brown,6.143,9.739,Unknown,Unknown,Unknown,"Elemental Powers, Magic Users, Earth Powers, Pigtails",383.0,49,Unknown,https://www.anime-planet.com/characters/ayumi-tsuwabuki,Kaze no Stigma
20565,20567,Haruka MINAMI,Unknown,Female,Blonde,3.855,28.905,Unknown,Unknown,Unknown,"Cooks, High School Students, Teenagers",636.0,10,Unknown,https://www.anime-planet.com/characters/haruka-minami,Minami-ke
20616,20618,Izumiko SUZUHARA,Unknown,Female,Brown,7.449,9.172,Unknown,Unknown,Unknown,"Braids, Glasses, Pigtails, Shrine Maidens, Shy, Teenagers",304.0,53,Unknown,https://www.anime-planet.com/characters/izumiko-suzuhara,RDG: Red Data Girl
20636,20638,Ai MIZUNO,Number 3,Female,Black,5.012,18.091,Unknown,Unknown,Unknown,"Idols, Undead",482.0,22,Unknown,https://www.anime-planet.com/characters/ai-mizuno,Curry Meshi x Zombieland Saga
20693,20695,Sakurako OHMURO,Unknown,Female,Blonde,3.381,10.612,Brown,September 7,B,"Middle School Students, Rosy Cheeks, Student Council, Teenagers, Tsundere",722.0,44,Unknown,https://www.anime-planet.com/characters/sakurako-ohmuro,Yuru Yuri
20776,20778,Kokkoro NATSUME,Unknown,Female,White,6.548,41.887,Unknown,Unknown,Unknown,"Cooks, Elves, Pointy Ears, Lancers, Magic Users",356.0,6,Unknown,https://www.anime-planet.com/characters/kokkoro-natsume,Princess Connect! Re: Dive
20780,20782,Tio KLARUS,Unknown,Female,Black,4.03,7.896,Yellow,Unknown,Unknown,"Wings, Wind Powers, Tails, Shapeshifters, Royalty, Pointy Ears, Perverted, Masochistic, Magic Users, Horns, Hair Buns, Fire Powers, Elemental Powers, Dragons",610.0,63,Unknown,https://www.anime-planet.com/characters/tio-klarus,Arifureta: From a Detour to the World's Strongest
20805,20807,Maho HIYAJOU,Unknown,Female,Green,5.396,22.118,Green,"November 2, 1989",Unknown,"Adults, Epic Eyebrows, Scientists, Small Stature",446.0,16,Unknown,https://www.anime-planet.com/characters/maho-hiyajou,Steins;Gate 0
20815,20817,Lavie HEAD,Unknown,Female,Red,6.269,11.142,Unknown,Unknown,Unknown,"Teenagers, Pilots, Mechanics, Hot-Headed, Tomboys",374.0,41,"Though petulant and prone to jealousy, Lavie is a peerless mechanic despite her youth. She shares Claus ' dream of crossing the Grand Stream, but is more focused than her friend, with little concern for anything beyond the operation of their vanship and how full her stomach is. During flight, Lavie serves as navigator.",https://www.anime-planet.com/characters/lavie-head,Last Exile
20818,20820,Fear KUBRICK,Unknown,Female,Turquoise,3.078,12.184,Unknown,Unknown,Unknown,"High School Students, Snaggleteeth",787.0,37,Unknown,https://www.anime-planet.com/characters/fear-kubrick,C³
20826,20828,Maruga,Unknown,Female,Blue,5.606,42.892,Unknown,Unknown,Unknown,"Dragons, Human Guise, Ice Powers, Elemental Powers, Royalty",426.0,5,Unknown,https://www.anime-planet.com/characters/maruga,Dragon Crisis!
20857,20859,Ayse KHADIM,Unknown,Female,Purple,7.175,13.181,Unknown,Unknown,Unknown,"Wealthy, Teenagers, Shy, Royalty, Rosy Cheeks, High School Students, Headbands, Foreigners, Dark-skinned, Circlets",320.0,33,"Exceptionally shy, Princess Ayse never speaks to anyone save her faithful bodyguard Hedyeh . That she almost always wears her veils in public demonstrates the strength of her adherence to her family's traditions.",https://www.anime-planet.com/characters/ayse-khadim,Ladies Versus Butlers!
20879,20881,Rin KOKONOE,Unknown,Female,Brown,3.412,7.935,Unknown,Unknown,Unknown,"Children, Elementary School Students, Flirts, Pigtails, Rapunzel Hair",714.0,62,"Rebellious, loud mouthed and very mature for her age, Rin had a hard childhood after the death of her mother. With only one remaining family member left to take care of her, she throws herself at the new classroom teacher, Aoki. Using utterly shameless methods to distract the object of her affections, she is often oblivious to the upset this causes her two best friends Kuro and Usa. Never intentionally hurtful, Rin cares very much for those closest to her and will do anything to protect them.",https://www.anime-planet.com/characters/rin-kokonoe,Kodomo no Jikan
20915,20917,Hitsugi KIRIGAYA,Unknown,Female,Blue,5.908,9.805,Unknown,Unknown,Unknown,"Assassins, High School Students, Pigtails, Transfer Students",401.0,49,Unknown,https://www.anime-planet.com/characters/hitsugi-kirigaya,Riddle Story of Devil
20917,20919,Kanako SUMIYOSHI,Unknown,Female,Brown,2.429,7.053,Unknown,Unknown,Unknown,"Tsundere, Teenagers, Moles, Hot-Headed, High School Students, Gyaru",988.0,71,"Bold and brash, Kanako uses her wild looks to hide the shy girl inside. Once a childhood friend of Junpei , a disagreement between the two led to her aggressive nature taking over.",https://www.anime-planet.com/characters/kanako-sumiyoshi,Nyan Koi!
21062,21064,Ridgett,Unknown,Female,Purple,7.331,12.737,Unknown,Unknown,Unknown,"Hair Buns, Braids, Glasses, Adults",311.0,35,Unknown,https://www.anime-planet.com/characters/ridgett,Gargantia on the Verdurous Planet
21082,21084,Matabei GOTOU,Beta,Female,Grey,4.633,18.241,Unknown,Unknown,Unknown,"Scantily-clad, Ponytail",525.0,21,Unknown,https://www.anime-planet.com/characters/matabei-gotou,Samurai After
21087,21089,Lailah,Fethmus MIOMA,Female,Multicolored,6.442,44.802,Unknown,Unknown,Unknown,"Fire Powers, Elemental Powers, Rapunzel Hair, Headbands, Magic Users, Travelers",363.0,5,Unknown,https://www.anime-planet.com/characters/lailah,Tales of Zestiria: The X
21100,21102,Quitterie RAFFAELI,Unknown,Female,Blonde,7.475,14.358,Purple,June 1,Unknown,"Dark-skinned, Headbands, Hot-Headed, Ojou-sama, Teenagers",303.0,30,Unknown,https://www.anime-planet.com/characters/quitterie-raffaeli,Astra Lost in Space
21151,21153,Midori ASAKUSA,Unknown,Female,Black,6.547,41.819,Unknown,Unknown,Unknown,"Animators, Artists, Hats, High School Students, Hyperactive, Teenagers",356.0,6,Unknown,https://www.anime-planet.com/characters/midori-asakusa,Keep Your Hands Off Eizouken!
21154,21156,Veronica LIONES,Unknown,Female,Purple,6.249,11.318,Unknown,Unknown,Unknown,"Royalty, Teenagers, Tomboys",376.0,41,Unknown,https://www.anime-planet.com/characters/veronica-liones,The Seven Deadly Sins
21184,21186,Serenia Iori FLAMEHEART,Drills,Female,Blonde,4.334,4.347,Unknown,Unknown,Unknown,"Wealthy, Tsundere, Teenagers, Rosy Cheeks, Rapunzel Hair, Pigtails, Ojou-sama, Nobility, Hot-Headed, High School Students, Hair Ribbons, Hair Drills, Hair Antenna, Big Ego",564.0,119,"With more pride than any three sovereigns, Serenia believes herself to be the most beautiful, distinguished, and intelligent student at the school regardless of what the exams say. While she does harbor some insecurities and a powerful sense of propriety, she can easily overcome both if challenged directly. She harbors a fierce rivalry with Tomomi dating back to middle school.",https://www.anime-planet.com/characters/serenia-iori-flameheart,Ladies Versus Butlers!
21189,21191,Charlotte E YEAGER,"Shirley, Shirley YEAGER",Female,Orange,4.357,26.063,Unknown,Unknown,Unknown,"Magic Users, Mechanics, Military, Teenagers",562.0,12,Unknown,https://www.anime-planet.com/characters/charlotte-e-yeager,Strike Witches
21254,21256,Melwin,Unknown,Female,Blue,7.067,54.407,Unknown,Unknown,Unknown,"Aliens, Animal Ears, Catgirls, Tails",325.0,3,Unknown,https://www.anime-planet.com/characters/melwin,Cat Planet Cuties
21311,21313,Rin KUJOU,Unknown,Female,Brown,5.37,18.87,Unknown,Unknown,Unknown,"Bodyguards, High School Students, Martial Artists, Ponytail, Teenagers",448.0,20,Unknown,https://www.anime-planet.com/characters/rin-kujou,Motto To Love Ru
21316,21318,Elulu,Unknown,Female,Pink,7.433,14.76,Unknown,Unknown,Unknown,"Hair Drills, Magic Users, Ponytail",305.0,29,Unknown,https://www.anime-planet.com/characters/elulu,Cautious Hero: The Hero Is Overpowered but Overly Cautious
21438,21440,Ragdoll,Tomoko SHIRETOKO,Female,Green,5.353,16.392,Yellow,April 8,O,"Adults, Face Markings, Gloves, Masked Heroes, Superpowers",450.0,25,Unknown,https://www.anime-planet.com/characters/ragdoll,My Hero Academia 3
21441,21443,Head Maid,Maid Chou,Female,Black,6.314,12.468,Unknown,Unknown,Unknown,"Maids, Hats, Glasses, Demons, Magic Users",372.0,36,Unknown,https://www.anime-planet.com/characters/head-maid,Maoyu: Archenemy & Hero
21456,21458,Kumiko YAMAGUCHI,Yankumi,Female,Black,6.14,35.475,Unknown,Unknown,Unknown,"Gangsters, Pigtails, Teachers, Martial Artists, Adults, Glasses",383.0,7,Unknown,https://www.anime-planet.com/characters/kumiko-yamaguchi,Gokusen
21602,21604,Derieri,Derieri the Purity,Female,Blonde,5.17,6.813,Unknown,Unknown,Unknown,"Barefoot, Demons, Frequently-Naked, Hot-Headed, Muscular, Tattoos",467.0,75,Unknown,https://www.anime-planet.com/characters/derieri,The Seven Deadly Sins: Dragon's Judgement
